Tipo;Ano;Autores;T«tulo
Artigo;2022;BIASOTTO LD ET AL;[**POWER LINE ELECTROCUTION AS NA OVERLOOKED THREAT TO THE ENDANGERED LEARÉ??S MACAW (*ANODORHYNCHUS LEARI*). IBIS (10.1111/ibi.13139)**](https://drive.google.com/file/d/1329vTfvIlBVw7swOU9OJNOaM_BKG8ZCO/view?usp=drive_link)
Resumo Expandido;2022;BIASOTTO LD ET AL;[**POWER LINE ELECTROCUTION AS NA OVERLOOKED THREAT TO THE ENDANGERED LEARÉ??S MACAW (*ANODORHYNCHUS LEARI*). IBIS (10.1111/ibi.13139)**](https://drive.google.com/file/d/1hQmeJFQE_GKG-5hAkTDotYr2kR2dwEt5/view?usp=drive_link)
Artigo;2022;PALUDO D ETAL;[**STRATEGIC AREAS FOR THE CONSERVATION OF SHOREBIRDS ON THE BRAZILIAN COAST. REVISTA COSTAS, 4(2):21-52**](https://drive.google.com/file/d/1NSC7FO1oiAJarzJquea6C1ZFCQ48-xqq/view?usp=drive_link)
Artigo;2022;VANSTREELS RET ET AL;[**PHTHALATE ESTERS (PLASTICIZERS) IN THE UROPYGIAL GLAND AND THEIR RELATIONSHIP TO PLASTICS INGESTION IN SEABIRDS ALONG THE COAST OF ESP«çRITO SANTO, EASTERN BRAZIL. JOURNAL OF ZOO AND WILDLIFE MEDICINE 53(4):733É??743**](https://drive.google.com/file/d/1GCvboHZe67FNTj_RI5pDXArlu4b9xJsv/view?usp=drive_link)
Artigo;2022;FECCHIO A ET AL;[**BETA DIVERSITY, PREVALENCE, AND SPECIFICITY OF AVIAN HAEMOSPORIDIAN PARASITES THROUGHOUT THE ANNUAL CYCLE OF CHILEAN ELAENIA (*ELAENIA CHILENSIS*), A NEOTROPICAL AUSTRAL MIGRANT. PARASITOLOGY 149:1760É??1768 (10.1017/S0031182022001317)**](https://drive.google.com/file/d/1w6rl2IBEGPoMM4E2tZYbcP85Pd2x8tIh/view?usp=drive_link)
Relat«¸rio;2022;FIALHO MS & GOMES FILHO A (ORG);[**RELAT«?RIO DE «ÅREAS DE CONCENTRA«?«üO DE AVES MIGRAT«?RIAS NO BRASIL. 4A EDI«?«üO. ICMBIO/MMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1idZ6megYr9RsNXRsDNNpkXJar9P3M0rh/view?usp=drive_link)
Nota;2022;BIASOTTO LD ET AL;[**POWER LINE ELECTROCUTION AS AN OVERLOOKED THREAT TO LEAR'S MACAW (*ANODORHYNCHUS LEARI*). IBIS (10.1111/IBI.13139)**](https://onlinelibrary.wiley.com/doi/10.1111/ibi.13139)
Artigo;2022;ALEXANDRINHO ER ET AL;[**WHICH BIRDS ARE BRAZILIANS SEEING ON URBAN AND NON?URBAN FEEDERS? AN ANALYSIS BASED ON A COLLECTIVE ONLINE BIRDING. ORNITHOLOGY RESEARCH 30:104É??117 (10.1007/S43388-022-00094-1)**](https://drive.google.com/file/d/19PqnT7jjcTGJUdfCPj1O5cjS_524uaVt/view?usp=drive_link)
Artigo;2022;COSTA-ARA«?JO R ET AL;[**PRIMATE CONSERVATION IN THE ARC OF DEFORESTATION: A CASE STUDY OF VIEIRA'S TITI MONKEY *PLECTUROCEBUS VIEIRAI*. ORYX (10.1017/S003060532100171X)**](https://drive.google.com/file/d/1rCHBJemErB3wibnO3F3yuDfHxv9IKpo1/view?usp=drive_link)
Artigo;2022;NASCIMENTO GD ET AL;[**PREVAL«?NCIA E TIPOS DE PL«ÅSTICOS EM ALBATROZES E PETR«?IS (AVES: PROCELLARIIFORMES): RECORTE ESPACIAL DA COSTA SUDESTE E SUL DO BRASIL, DE 2015 A 2019. BIODIVERSIDADE BRASILEIRA 12(1):15-24**](https://drive.google.com/file/d/1XCxXO-qGIkXzafjBCfOSiq77BDdUrXD5/view?usp=drive_link)
Relat«¸rio;2021;MONITORA ET AL.;[**PROGRAMA NACIONAL DE MONITORAMENTO DA BIOSIVERSIDADE: PROGRAMA MONITORA, SUBPROGRAMA TERRESTRE, COMPONENTE FLORESTAL: RELAT«?RIO 2014-2018. ICMBIO. BRAS«çLIA, BRASIL.**](https://drive.google.com/file/d/11Mvvp9VmE_4sNRBhga96iHdjqM4qRW1i/view?usp=drive_link)
Artigo;2021;KOLESNIKOVAS CKM ET AL.;[**UNUSUAL MASS STRANDING EVENT OF WHITE-CHINNED PETRELS PROCELLARIA AEQUINOCTIALIS IN SANTA CATARINA STATE, SOUTHERN BRAZIL. MARINE ORNITHOLOGY 49:183É??187**](https://drive.google.com/file/d/16ilbUfvzxT6210vLSHpoKcPI8JuJtw0V/view?usp=drive_link)
Artigo;2021;VANSTREELS RET ET AL;[**INGESTION OF PLASTICS AND OTHER DEBRIS BY COASTAL AND PELAGIC BIRDS ALONG THE COAST OF ESP«çRITO SANTO, EASTERN BRAZIL. MARINE POLLUTION BULLETIN 173:113046**](https://drive.google.com/file/d/17dBFY3Fs6-IoMMpvCuw_XZvrcZPyWNXc/view?usp=drive_link)
Livro;2021;SOMENZARI M ET AL;[**DIRETRIZES DE TRANSLOCA«?«üO PARA A CONSERVA«?«üO DO BICUDO *SPOROPHILA MAXIMILIANI*. CEMAVE/ICMBIO. CABEDELO, BRASIL**](https://drive.google.com/file/d/14MGK1SYpHSb8Cc6YmbsX1cNkSwod_3wH/view?usp=drive_link)
Resumo;2021;OLIVEIRA TRS ET AL;[**PREDA«?«üO DE NINHOS ARTIFICIAIS NA FLORESTA NACIONAL DA RESTINGA DE CABEDELO. XII SEMIN«ÅRIO DE PESQUISA E XIII ENCONTRO DE INICIA«?«üO DO ICMBIO, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1JCfenSQ-zR0UeDzJhYbCn7EwdQsf_5Pa/view?usp=drive_link)
Resumo;2021;NASCIMENTO GD ET AL;[**SENTINELAS DOS OCEANOS II: DETEC«?«üO DE FTALATOS ORIUNDOS DE CONTAMINA«?«üO POR PL«ÅSTICO EM ALBATROZES E PETR«?IS NA COSTA BRASILEIRA. XII SEMIN«ÅRIO DE PESQUISA E XIII ENCONTRO DE INICIA«?«üO DO ICMBIO, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/14ToIxgz0h80x_sk_qQAZxVVJPzYrXRmM/view?usp=drive_link)
Artigo;2021;GALLO L ET AL;[**M«?TODOS PARA AVALIA«?«üO DA EXPOSI«?«üO A POLUENTES PL«ÅSTICOS EM PROCELLARIIFORMES: REVIS«üO E PADRONIZA«?«üO DE PROTOCOLOS. BIODIVERSIDADE BRASILEIRA 11(3):1-16 (10.37002/BIOBRASIL.V11I3.1829)**](https://drive.google.com/file/d/1TyuaEx-zB30Cx0HyzAPVL3eUFHsZP0lb/view?usp=drive_linkf)
Artigo;2021;TOMAS WM ET AL;[**DISTANCE SAMPLING SURVEYS REVEAL 17 MILLION VERTEBRATES DIRECTLY KILLED BY THE 2020'S WILDFIRES IN THE PANTANAL, BRAZIL. SCIENTIFIC REPORTS 11(1) (10.1038/S41598-021-02844-5)**](https://drive.google.com/file/d/1MieikdTG5Fdfd3HvYWNL4OJuT5D-QvRE/view?usp=drive_link)
Artigo;2021;FECCHIO A ET AL;[**GLOBAL DRIVERS OF AVIAN HAEMOSPORIDIAN INFECTIONS VARY ACROSS ZOOGEOGRAPHICAL REGIONS. GLOBAL ECOLOGY AND BIOGEOGRAPHY 30:2393É??2406(10.1111/geb.13390)**](https://drive.google.com/file/d/1NiWItVT8jD8nwDUrgw_6sw4fHfKYKVg-/view?usp=drive_link)
Cap«tulo;2021;RASEIRA MB ET AL;[**O ENCONTRO DOS SABERES NA PERSPECTIVA DOS PESQUISADORES. IN: ENCONTRO DOS SABERES: UMA NOVA FORMA DE CONVERSAR A CONSERVA«?«üO. IP«?, NAZAR«? PAULISTA, BRASIL**](https://drive.google.com/file/d/1Eu66e_Yxg4oXLI4JZZOsFifPD-X2m4Vt/view?usp=drive_link)
Artigo;2021;LUGARINI C ET AL;[**FREE-LIVING BIRDS FROM CAATINGA AND ATLANTIC FOREST OF NORTHEAST BRAZIL AS HOSTS OF ENTEROBACTERALES, *MYCOPLASMA* SPP., AND *CHLAMYDIA PSITTACI*. ORNITHOLOGY RESEARCH 29:149É??159 (10.1007/S43388-021-00063-0)**](https://drive.google.com/file/d/17-yFiRuD0yxJBx9iHKd5MlUjMrT6eqXt/view?usp=drive_link)
Artigo;2021;L«?WEN LC ET AL;[**WEST NILE VIRUS IN THE STATE OF CEAR«Å, NORTHEAST BRAZIL. MICROORGANISMS 9,1699**](https://drive.google.com/file/d/1PRJmBQ5sJ1jlCwQHIWq87mepBvDGptTc/view?usp=drive_link)
Artigo;2021;LUGARINI C ET AL;[**A CONSERVA«?«üO DA ARARINHA-AZUL, *CYANOPSITTA SPIXII* (WAGLER, 1832): DESAFIOS E CONQUISTAS. BIODIVERSIDADE BRASILEIRA 11(3):1-16**](https://drive.google.com/file/d/1LdSNSH7ZKEh9Bb3ERH3h6ldyBIcFNhJd/view?usp=drive_link)
Artigo;2021;FECCHIO A ET AL;[**LOSS OF FOREST COVER AND HOST FUNCTIONAL DIVERSITY INCREASES PREVALENCE OF AVIAN MALARIA PARASITES IN THE ATLANTIC FOREST. INTERNATIONAL JOURNAL FOR PARASITOLOGY 51:719-728**](https://drive.google.com/file/d/1AuaFyI4JoTiw3ghUStCBM82W3X7_BqAp/view?usp=drive_link)
Resumo;2021;NASCIMENTO GD ET AL;[**PREVAL«?NCIA E TIPOS DE PL«ÅSTICOS EM ALBATROZES E PETR«?IS (AVES: PROCELLARIIFORMES) NA COSTA SUDESTE E SUL DO BRASIL. XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL**](https://drive.google.com/file/d/1e7sifMXJuMvcissy60AOJRUt84fWn97j/view?usp=drive_link)
Resumo;2021;BOVO AAA ET AL;[**WIKIAVES COMO UMA FERRAMENTA PARA A CONSERVA«?«üO. XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL (VIRTUAL)**](https://drive.google.com/file/d/1tWQIUmpCGe5bnRaXq_ziLLJzCJE9znCv/view?usp=drive_link)
Resumo;2021;AMARANTE RT ET AL;[**REPRESENTATIVIDADE DE AVES QUASE AMEA«?ADAS E AMEA«?ADAS DE EXTIN«?«üO NO SISTEMA NACIONAL DE UNIDADES DE CONSERVA«?«üO DA NATUREZA. XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL**](https://drive.google.com/file/d/1wMHJeWPIPEnlYgyQtpGn03QWW-HbSoht/view?usp=drive_link)
Resumo;2021;SERAFINI PP;[**ESTRAT«?GIAS NACIONAIS E INTERNACIONAIS PARA A CONSERVA«?«üO DE ESP«?CIES DE AVES AMEA«?ADAS E MIGRAT«?RIAS SENDO IMPLEMENTADAS OU PLANEJADAS PARA O BRASIL: IMPORT«?NCIA DA INTEGRA«?«üO (SIMP«?SIO). XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL**](https://drive.google.com/file/d/1U6fGNxh9E0x-cntblhfQXZS-JhC5Cnap/view?usp=drive_link)
Artigo;2021;CAMPOS IB ET AL;[**ASSESSING THE POTENTIAL OF ACOUSTIC INDICES FOR PROTECTED AREA MONITORING IN THE SERRA DO CIP«? NATIONAL PARK, BRAZIL. ECOLOGICAL INDICATORS 120 (106953)**](https://drive.google.com/file/d/1KBE7jzl6T-bLQnFpnk8COLvrDQfi2dTb/view?usp=drive_link)
Artigo;2021;FECCHIO A ET AL;[**MIGRATION AND SEASON EXPLAIN TICK PREVALENCE IN BRAZILIAN BIRDS. MEDICAL AND VETERINARY ENTOMOLOGY 1:1-9 (10.1111/MVE.12532)**](https://drive.google.com/file/d/18EP7XQmZLbGE8ucqi5zCnFOkYcm_qBU9/view?usp=drive_link)
Artigo;2021;SILVA BR ET AL;[**MOLECULAR DIAGNOSIS OF AVIAN VIRUSES IN GRASSLAND PASSERINES AND CAPTIVE YELLOW CARDINALS *GUBERNATRIX CRISTATA* IN BRAZIL. PESQUISA VETERIN«ÅRIA BRASILEIRA 41:E06840**](https://drive.google.com/file/d/1tKkSoXgiQBcz26b1NKG0fpbTY17qDfTO/view?usp=drive_link)
Artigo;2021;MARTINS TF ET AL;[**TICKS (PARASITIFORMES: IXODIDA) ON NEW WORLD WILD PRIMATES IN BRAZIL. INTERNATIONAL JOURNAL OF ACAROLOGY (10.1080/01647954.2020.1870554)**](https://drive.google.com/file/d/1n3H9jetqmlmVxRgk0GUmc7HqM5DiChnp/view?usp=drive_link)
Nota;2021;PINHEIRO LVS ET AL;[**PRIMEIRO REGISTRO DOCUMENTADO DE *LEUCOPTERNIS MELANOPS* (LATHAM, 1790) (AVES, ACCIPITRIDAE) NO ESTADO DO MARANH«üO E ATUALIZA«?«?ES DA DISTRIBUI«?«üO GEOGR«ÅFICA DA ESP«?CIE NO BRASIL. BOLETIM DO MUSEU PARAENSE EM«çLIO GOELDI. CI«?NCIAS NATURAIS 16(1):131-143**](https://drive.google.com/file/d/16vcejl36S9vHqtNahn6bm6xxjHE54PxG/view?usp=drive_link)
Artigo;2021;LUGARINI C & VERCILLO UE;[**COMO REALIZAR A GEST«üO DE UM PROJETO DE ALTO RISCO? O RELATO DA REPATRIA«?«üO DAS ARARINHAS-AZUIS AO BRASIL. BIODIVERSIDADE BRASILEIRA 11(1):1-10. (10.37002/BIOBRASIL.V11I1.1880)**](https://drive.google.com/file/d/10_vpuY2t4p0KqJkv7FBsr_LYrlW8szVv/view?usp=drive_link)
Artigo;2021;GOLDBERG DW ET AL;[**UNFORESEEN CONSEQUENCES OF THE COVID-19 PANDEMIC: INCREASED FREQUENCY OF KITE-STRING INJURIES IN MAGNIFICENT FRIGATEBIRDS (*FREGATA MAGNIFICENS*) IN RIO DE JANEIRO STATE, BRAZIL. ANIMAL WELFARE 30:109-116 (10.7120/09627286.30.2.109)**](https://drive.google.com/file/d/119Pad5vsv3aB8VZm2r0FbcxqRTrDQxW3/view?usp=drive_link)
Artigo;2021;BOVO AAA ET AL;[**REMAINING SUITABLE AREAS FOR THE CRITICALLY ENDANGERED BRAZILIAN MERGANSER (*MERGUS OCTOSETACEUS*, AVES, ANSERIFORMES) ARE THREATENED BY HYDROELECTRIC POWER PLANTS. PERSPECTIVES IN ECOLOGY AND CONSERVATION (10.1016/J.PECON.2021.04.002)**](https://drive.google.com/file/d/1o9ILJIq3_9VAXoWdabuuNs5D146ToKyF/view?usp=drive_link)
Artigo;2021;CARVALHO MPN ET AL;[**CARDIAC DISEASE IN THE SPIX MACAW (*CYANOPSITTA SPIXII*): TWO CASES. AUSTRALIAN VETERINARY JOURNAL (10.1111/AVJ.13097)**](https://drive.google.com/file/d/1z8-KGse8YZbKQO_M9cMnuLnlBKpyBZ_E/view?usp=drive_link)
Artigo;2021;FECCHIO A ET AL;[**LOSS OF FOREST COVER AND HOST FUNCTIONAL DIVERSITY INCREASES PREVALENCE OF AVIAN MALARIA PARASITES IN THE ATLANTIC FOREST. INTERNATIONAL JOURNAL FOR PARASITOLOGY (10.1016/J.IJPARA.2021.01.001)**](https://drive.google.com/file/d/1d7tkvredkiEF33oYRZJRGhgM1TtAr11q/view?usp=drive_link)
Artigo;2021;PEDROBOM JH ET AL;[**INTRASPECIFIC VARIATION OF TRACE ELEMENTS IN THE KELP GULL (*LARUS DOMINICANUS*): INFLUENCE OF AGE, SEX AND LOCATIONE. HELIYON 7(1): 05994**](https://drive.google.com/file/d/1dvg_8_AOs1t6XoOD0E-h5VFCT0jcoRQd/view?usp=drive_link)
Resumo;2021;ARA«?JO VM ET AL;[**«ÅREAS DE VIDA DE JUVENIS DE MARACAN«ü (*PRIMOLIUS MARACANA*) NA APA E REVIS DA ARARINHA AZUL, ESTADO DA BAHIA. XI SEMIN«ÅRIO DE PESQUISA E XII ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1pdSXRwwNe_sVYaPtZYqNLErYnoFGbZ4E/view?usp=drive_link)
Resumo;2020;SILVA WJ ET AL;[**AS CONDI«?«?ES SOCIOECON«?MICAS E A EXPOSI«?«üO AO MEIO AMBIENTE INFLUENCIAM O CONHECIMENTO E USO DA AVIFAUNA POR POPULA«?«?ES HUMANAS NA «ÅREA DE PROTE«?«üO AMBIENTAL E REF«?GIO DE VIDA SILVESTRE DA ARARINHA AZUL. XI SEMIN«ÅRIO DE PESQUISA E XII ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1XHpt3kcR_OtgY94C9k-nlYVJfCFZzP7r/view?usp=drive_link)
Resumo;2020;NASCIMENTO GD ET AL;[**SENTINELAS DOS OCEANOS: INVESTIGA«?«üO DA PREVAL«?NCIA E TIPO DE MACROPL«ÅSTICO PRESENTE EM ALBATROZES E PETR«?IS ENCONTRADOS NA COSTA BRASILEIRA. XI SEMIN«ÅRIO DE PESQUISA E XII ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/16nZD1fQoUHA2RYnVdE2aKu_pBrhlRKH1/view?usp=drive_link)
Resumo;2020;PALUDO D ET AL;[**MONITORAMENTO PARTICIPATIVO DE AVES LIM«çCOLAS MIGRAT«?RIAS NAS RESERVAS EXTRATIVISTAS DO PAR«Å E MARANH«üO. XI SEMIN«ÅRIO DE PESQUISA E XII ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1PDrQfQkIS-cMNNKNkUL3NhJ0XwRjcywr/view?usp=drive_link)
Resumo;2020;SALGE PG ET AL;[**MONITORAMENTO PARTICIPATIVO EM «?POCA DE PANDEMIA: AJUSTANDO A GEST«üO DA PESCA TRADICIONAL DO CAMAR«üO-ROSA (*PENAEUS PAULENSIS*) NO PARQUE NACIONAL DA LAGOA DO PEIXE (PNLP). XI SEMIN«ÅRIO DE PESQUISA E XII ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1rmjsF8jC_ku5qMTXTUZ_-bZ1ThUXIY1h/view?usp=drive_link)
Resumo;2020;SANTOS LPS ET AL;[**FENOLOGIA REPRODUTIVA DE AVES MARINHAS RESIDENTES NO ARQUIP«?LAGO DE FERNANDO DE NORONHA. XI SEMIN«ÅRIO DE PESQUISA E XII ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1bhTCmnwFRZIx3melbn39InHSMXQWy3uh/view?usp=drive_link)
Manual;2020;SOUSA AEBA & SERAFINI PP. (ORG);[**MANUAL DE ANILHAMENTO DE AVES SILVESTRES. 3A EDI«?«üO, ICMBIO/CEMAVE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/17kKdiMZUGVhIwghDcCNZLPXSo3A7_GuJ/view?usp=drive_link)
Artigo;2020;ROSA CA ET AL;[**NEOTROPICAL ALIEN MAMMALS: A DATA SET OF OCCURRENCE AND ABUNDANCE OF ALIEN MAMMALS IN THE NEOTROPICS. ECOLOGY 101(11): E03115**](https://drive.google.com/file/d/11SrdmlBZXyVE5wChh0nBTFOWssrDGHW-/view?usp=drive_link)
Artigo;2020;ROCHA DG ET AL;[**WILD DOGS AT STAKE: DEFORESTATION THREATENS THE ONLY AMAZON ENDEMIC CANID, THE SHORT-EARED DOG (*ATELOCYNUS MICROTIS*). ROYAL SOCIETY OPEN SCIENCE 7: 190717**](https://drive.google.com/file/d/1E6g9X98tHCup9we4Wc37hIcPVNJJpjRq/view?usp=drive_link)
Relat«¸rio;2020;PHALAN B ET AL;[**AVALIA«?«üO EX SITU PARA PLANEJAMENTO INTEGRADO DE CONSERVA«?«üO PARA GALLIFORMES E TINAMIFORMES NO BRASIL. IUCN SSC GRUPO ESPECIALISTA EM PLANEJAMENTO DE CONSERVA«?«üO É?? BRASIL. FOZ DO IGUA«?U, BRASIL**](https://drive.google.com/file/d/17eN-NmqszKmicr023M0ivNIylNWObcxq/view?usp=drive_link)
Artigo;2020;GIANUCA D ET AL;[**INTENTIONAL KILLING AND EXTENSIVE AGGRESSIVE HANDLING OF ALBATROSSES AND PETRELS AT SEA IN THE SOUTHWESTERN ATLANTIC OCEAN. BIOLOGICAL CONSERVATION 252:108817**](https://drive.google.com/file/d/1fD1NUR8r-PheJAJJyHwULelZ6MxeIk5I/view?usp=drive_link)
Cap«tulo;2020;VANSTREELS RET ET AL;[**PRINCIPAIS ENFERMIDADES. IN: REABILITA«?«üO DE PROCELLARIIFORMES (ALBATROZES, PETR«?IS E PARDELAS). EDITORA COMUNNICAR. SANTOS, BRASIL**](https://drive.google.com/file/d/1WiCBzM2zRWyWMYUaSm4RDYu_YJvieKjK/view?usp=drive_link)
Cap«tulo;2020;SERAFINI PP;[**CONSIDERA«?«?ES DE BIOSSEGURAN«?A PARA ATIVIDADES DE CAMPO. IN: REABILITA«?«üO DE PROCELLARIIFORMES (ALBATROZES, PETR«?IS E PARDELAS). EDITORA COMUNNICAR. SANTOS, BRASIL**](https://drive.google.com/file/d/1GlmWtt20Io-ElwmU7lyKJOaL9pqYVC2a/view?usp=drive_link)
Cap«tulo;2020;MICHELETTI T ET AL;[**TERRESTRIAL INVASIVE SPECIES ON FERNANDO DE NORONHA ARCHIPELAGO: WHAT WE KNOW AND THE WAY FORWARD. IN: INVASIVE SPECIES: ECOLOGY, IMPACTS AND POTENTIAL USES. NOVA SCIENCE PUBLISHERS. NOVA YORK, EUA**](https://drive.google.com/file/d/15S7cEFlWk9R2XNzu1XoEpSiZCHqTY-xz/view?usp=drive_link)
Resumo;2020;FERREIRA A ET AL;[**CARACTERIZA«?«üO DOS PADR«?ES DE MUDAS EM AVES DE SANTA CATARINA, BRASIL. XI ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1kDQzKf3nGcg1WRAkKeta4OpKA9yxtOaP/view?usp=drive_link)
Resumo;2020;REZENDE ST ET AL;[**AVES MARINHAS ENCONTRADAS NA COSTA BRASILEIRA: QUAIS S«üO SEUS VALORES HEMATOL«?GICOS E BIOQU«çMICOS S«?RICOS DE REFER«?NCIA PARA ORIENTAR DECIS«?ES DE MANEJO, SOLTURA AP«?S REABILITA«?«üO E AVALIA«?«üO DA SA«?DE DAS POPULA«?«?ES DE ESP«?CIES AMEA«?ADAS? XI ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE, ICMBIO. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1aqKRi7tuyiODZ-vf_sW1CdE3Y0w9bVWu/view?usp=drive_link)
Artigo;2020;SARAIVA MDMS ET AL;[**STAPHYLOCOCCUS SCIURI AS A RESERVOIR OF MEC A TO STAPHYLOCOCCUS AUREUS IN NON-MIGRATORY SEABIRDS FROM A REMOTE OCEANIC ISLAND. MICROBIAL DRUG RESISTANCE 27(4): 10.1089/MDR.2020.0189**]()
Protocolo;2020;UHART M ET AL;[**SAMPLING GUIDELINES TO ASSESS PLASTIC INGESTION IN ACAP SPECIES. AGREEMENT ON THE CONSERVATION OF ALBATROSSES AND PETRELS**]()
Artigo;2019;BARBOSA CM ET AL;[**DIVERGENT CORONAVIRUSES DETECTED IN WILD BIRDS IN BRAZIL, INCLUDING A CENTRAL PARK IN S«üO PAULO. BRAZILIAN JOURNAL OF MICROBIOLOGY 50(2):547-556**](https://drive.google.com/file/d/1n9HDE4gQqV-nhZTq3az6TGaeRlXssbBX/view?usp=drive_link)
Artigo;2019;BASSINI-SILVA R ET AL;[***EUTROMBICULA TINAMI* (OUDEMANS, 1910) (TROMBIDIFORMES: TROMBICULIDAE) IN BRAZIL: A NEGLECTED ECTOPARASITE OF SEVERAL ANIMALS INCLUDING HUMANS. ACAROLOGIA 59(4):412-423**](https://drive.google.com/file/d/1hY7GdVkN2ChAg1xnSu40V1_k_vL7LB_4/view?usp=drive_link)
Artigo;2019;RODRIGUES RC ET AL;[**ATLANTIC BIRD TRAITS: A DATA SET OF BIRD MORPHOLOGICAL TRAITS FROM THE ATLANTIC FORESTS OF SOUTH AMERICA. ECOLOGY 100(6): E02647**](https://drive.google.com/file/d/10_3EvkWgO29k2kHkDxXgCkNIWWVkwZf0/view?usp=drive_link)
Artigo;2019;BARBOSA AEA & TELLA JL;[**HOW MUCH DOES IT COST TO SAVE A SPECIES FROM EXTINCTION? COSTS AND REWARDS OF CONSERVING THE LEAR'S MACAW. ROYAL SOCIETY OPEN SCIENCE 6:190190**](https://drive.google.com/file/d/1Wmzpc5HH8hfdA57ADK3mCvYlmWyxt73S/view?usp=drive_link)
Plano de trabalho;2019;LANCTOT R ET AL;[**THE ARCTIC MIGRATORY BIRDS INITIATIVE: WORKPLAN 2019-2023. CAFF STRATEGIES SERIES NO. 30, AKUREYRI, ISL«?NDIA**](https://drive.google.com/file/d/1CSPi_rYe2CfpUpnJ2W88gm-nHYI4-v0h/view?usp=drive_link)
Relat«¸rio;2019;BARBOSA AEA ET AL;[**RELAT«?RIO ANUAL DE ROTAS E «ÅREAS DE CONCENTRA«?«üO DE AVES MIGRAT«?RIAS NO BRASIL. ICMBIO/MMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/12OoWUIgfURXEPFPNLjStt0nYCpfa_XRC/view?usp=drive_link)
Resumo expandido;2019;UHART M ET AL;[**SAMPLING GUIDELINES TO ASSESS PLASTIC INGESTION IN ACAP SPECIES. FIFTH MEETING OF THE POPULATION AND CONSERVATION STATUS WORKING GROUP FLORIAN«?POLIS. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1Iakx6vUW4NE-0aY9lO-T09LxYFDPXvvf/view?usp=drive_link)
Resumo;2019;REZENDE ST ET AL;[**HAEMATOLOGICAL AND BIOCHEMICAL VALUES FOR PROCELLARIIFORMES FOUND ON THE BRAZILIAN COAST. FIFTH MEETING OF THE POPULATION AND CONSERVATION STATUS WORKING GROUP FLORIAN«?POLIS. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1-a4kdrVGVBJntXRX03uJRlKRXjRXsIhs/view?usp=drive_link)
Resumo expandido;2019;PEREIRA A ET AL;[**POTENTIAL ROLE OF THE BRAZILIAN ALBATROSS AND PETREL SAMPLE BANK TO ACAP SPECIES RESEARCH AND CONSERVATION. FIFTH MEETING OF THE POPULATION AND CONSERVATION STATUS WORKING GROUP FLORIAN«?POLIS. FLORIAN«?POLIS, BRASIL**](https://drive.google.com/file/d/1h61hB5VuMHtGa4gUU1oIh03-fe3mC2cd/view?usp=drive_link)
